collision_date,latitude,longitude
2012-12-19,40.6048115,-74.0239584
2012-12-20,40.6884588,-73.9827137
2012-12-20,40.6819458,-73.9048767
2012-12-20,40.6541504,-73.94993
2012-12-21,40.6722104,-73.9280128
2012-12-22,40.6582291,-74.0003424
2012-12-24,40.6182162,-73.958148
2012-12-24,40.6411859,-73.9857094
2012-12-24,40.6962067,-73.9178172
2012-12-24,40.6343541,-73.9420113
2012-12-25,40.6445352,-73.9942669
2012-12-26,40.6691243,-73.914509
2012-12-27,40.6643036,-73.95729
2012-12-27,40.6409147,-73.9736422
2012-12-28,40.6090498,-73.970896
2012-12-28,40.6877301,-73.9569865
2012-12-29,40.6527254,-74.0093449
2012-12-29,40.5894486,-73.9408333
2012-12-30,40.6817737,-73.9435997
2012-12-30,40.5946211,-73.9974189
2012-12-31,40.5962238,-73.9889634
2012-12-31,40.6778446,-73.9528108
2013-01-01,40.6920516,-73.9825396
2013-01-02,40.5855158,-73.9397031
2013-01-02,40.6016379,-73.9518348
2013-01-02,40.6769384,-73.9218247
2013-01-02,40.6385239,-73.9731855
2013-01-03,40.6463789,-73.97084
2013-01-03,40.6134753,-74.0037783
2013-01-03,40.6708971,-73.9140381
2013-01-03,40.6294862,-74.022639
2013-01-03,40.5945547,-73.997568
2013-01-04,40.6125498,-73.962859
2013-01-04,40.650292,-73.9787162
2013-01-04,40.6894904,-73.9220696
2013-01-05,40.6767074,-73.9771034
2013-01-06,40.6875062,-73.9146441
2013-01-07,40.7127835,-73.9372465
2013-01-07,40.6433316,-73.9597285
2013-01-07,40.6420041,-73.8988296
2013-01-07,40.6000839,-73.9659052
2013-01-07,40.6686479,-73.9283482
2013-01-08,40.6843888,-73.9865619
2013-01-08,40.6046202,-74.0277
2013-01-08,40.6285653,-74.0289756
2013-01-10,40.6107858,-73.9763589
2013-01-10,40.6286428,-73.9201845
2013-01-10,40.5866702,-73.9661497
2013-01-11,40.6528929,-73.8667311
2013-01-11,40.5925592,-73.9715549
2013-01-11,40.5894516,-73.9605171
2013-01-12,40.7133064,-73.9583408
2013-01-13,40.6307894,-73.9956767
2013-01-13,40.6191056,-73.9583095
2013-01-13,40.7081706,-73.9506577
2013-01-13,40.6103007,-73.9595215
2013-01-14,40.6076288,-73.9638917
2013-01-14,40.6795162,-73.9110814
2013-01-14,40.6179263,-73.931731
2013-01-15,40.611992,-73.983353
2013-01-15,40.5970272,-73.9531488
2013-01-16,40.6356257,-74.0170629
2013-01-16,40.7056927,-74.003572
2013-01-16,40.7143843,-73.933443
2013-01-16,40.6720632,-73.9252443
2013-01-17,40.7227739,-73.9470933
2013-01-17,40.7058989,-73.9601524
2013-01-17,40.6578369,-73.9503273
2013-01-17,40.5836578,-73.9865462
2013-01-17,40.647693,-73.9803638
2013-01-18,40.7308851,-73.9478951
2013-01-18,40.6637286,-73.9538481
2013-01-18,40.6605313,-73.9323361
2013-01-18,40.6902385,-73.9943603
2013-01-19,40.6689643,-73.9505858
2013-01-19,40.6162948,-73.9298992
2013-01-20,40.6760158,-73.893976
2013-01-21,40.6241708,-73.9704715
2013-01-22,40.5822717,-73.986118
2013-01-22,40.7019114,-73.936979
2013-01-22,40.6373563,-74.0312674
2013-01-23,40.6671803,-73.9507529
2013-01-23,40.6130524,-73.949118
2013-01-23,40.6436608,-73.9006685
2013-01-24,40.6767799,-73.9834738
2013-01-24,40.6109479,-73.9773277
2013-01-25,40.6124321,-73.9638531
2013-01-25,40.6352888,-73.9581985
2013-01-26,40.6973167,-73.9322699
2013-01-26,40.6834373,-73.9291616
2013-01-27,40.6794199,-73.9682261
2013-01-27,40.5822717,-73.986118
2013-01-28,40.6641098,-73.960336
2013-01-28,40.6636039,-73.9343912
2013-01-28,40.6402751,-73.9902425
2013-01-29,40.6618355,-73.8931046
2013-01-29,40.6715362,-73.9576567
2013-01-29,40.6434682,-74.0227699
2013-01-29,40.6212167,-73.9353802
2013-01-30,40.6645447,-73.8767573
2013-01-31,40.6718921,-73.8958679
2013-01-31,40.6459972,-74.0163384
2013-01-31,40.6014028,-73.9539776
2013-02-01,40.6054825,-73.9997191
2013-02-01,40.6643036,-73.95729
2013-02-01,40.6608261,-73.9506459
2013-02-01,40.5945588,-73.9662573
2013-02-02,40.6796126,-73.9845691
2013-02-02,40.6103007,-73.9595215
2013-02-02,40.6490258,-73.8963432
2013-02-03,40.6920516,-73.9825396
2013-02-03,40.673975,-73.9856988
2013-02-03,40.6228268,-73.9384118
2013-02-04,40.7016512,-73.9914842
2013-02-04,40.6647513,-73.8940407
2013-02-04,40.7007397,-73.9949795
2013-02-04,40.7044163,-73.9519012
2013-02-05,40.6056732,-74.0309361
2013-02-05,40.6471826,-73.9813298
2013-02-05,40.6875573,-73.9389506
2013-02-05,40.6548824,-73.9618804
2013-02-05,40.6214346,-73.9878498
2013-02-06,40.7141086,-73.9532051
2013-02-07,40.5780072,-73.956924
2013-02-08,40.694578,-73.9561419
2013-02-08,40.6808806,-73.9837107
2013-02-08,40.655496,-73.8883178
2013-02-08,40.6282643,-73.9991498
2013-02-08,40.589632,-73.9784871
2013-02-08,40.6884003,-73.9511735
2013-02-09,40.6260157,-74.0122447
2013-02-10,40.6994126,-73.9590166
2013-02-10,40.6870248,-73.9762057
2013-02-11,40.6485398,-73.9242472
2013-02-11,40.657332,-73.9172704
2013-02-11,40.6701245,-73.9552712
2013-02-11,40.5946391,-73.9527004
2013-02-13,40.6017957,-73.9725665
2013-02-13,40.6531978,-74.0055789
2013-02-13,40.6698234,-73.9098038
2013-02-14,40.6667077,-73.8718221
2013-02-14,40.5946375,-73.9330114
2013-02-15,40.6611799,-73.9569568
2013-02-15,40.6945587,-73.9432427
2013-02-15,40.6680235,-73.8728217
2013-02-16,40.6742683,-73.8706792
2013-02-16,40.6578369,-73.9503273
2013-02-17,40.6831865,-73.8663028
